seq,outcome,csvNo,modelName,storeName,currentStockType,orderStatus,stockId,flowCode,reason,recordedAt
698,SUCCESS,,T7596R,칸,,NORMAL,2820,836995921284311310,,2026-04-28T16:02:58.294382400Z
699,SUCCESS,,T7642B,칸,,NORMAL,2821,836995921401749654,,2026-04-28T16:02:58.322382400Z
700,SUCCESS,,T7642E,칸,,NORMAL,2822,836995921519190759,,2026-04-28T16:02:58.350382400Z
701,SUCCESS,,T7642N,칸,,NORMAL,2823,836995928381071755,,2026-04-28T16:02:59.988217300Z
702,SUCCESS,,T7642R,칸,,NORMAL,2824,836995928506900656,,2026-04-28T16:03:00.020217200Z
703,SUCCESS,,K89S,칸,,NORMAL,2825,836995928641120214,,2026-04-28T16:03:00.048218900Z
704,SUCCESS,,K89L,칸,,NORMAL,2826,836995928758562386,,2026-04-28T16:03:00.077217300Z
705,SUCCESS,,KC112L,칸,,NORMAL,2827,836995928880194364,,2026-04-28T16:03:00.106215800Z
706,SUCCESS,,T7642E,칸,,NORMAL,2828,836995929006024002,,2026-04-28T16:03:00.140217200Z
707,SUCCESS,,CK3382R,칸,,NORMAL,2829,836995929144434744,,2026-04-28T16:03:00.170216200Z
708,SUCCESS,,FS796L,칸,,NORMAL,2830,836995929270264782,,2026-04-28T16:03:00.200216200Z
