2025-08-04 00:03:04.000 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-material-group-30, groupId=material-group] Node 2147483646 disconnected.
2025-08-04 00:03:03.906 [org.springframework.kafka.KafkaListenerEndpointContainer#5-dlt-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-set-type-group-dlt-18, groupId=set-type-group-dlt] Node 1 disconnected.
2025-08-04 00:03:03.999 [org.springframework.kafka.KafkaListenerEndpointContainer#5-retry-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-set-type-group-retry-40, groupId=set-type-group-retry] Node 2147483646 disconnected.
2025-08-04 00:03:04.000 [org.springframework.kafka.KafkaListenerEndpointContainer#5-dlt-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-set-type-group-dlt-18, groupId=set-type-group-dlt] Cancelled in-flight FETCH request with correlation id 11020 due to node 1 being disconnected (elapsed time since creation: 5908966ms, elapsed time since send: 5908966ms, throttle time: 0ms, request timeout: 30000ms)
2025-08-04 00:03:03.906 [org.springframework.kafka.KafkaListenerEndpointContainer#3-dlt-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-classification-group-dlt-24, groupId=classification-group-dlt] Node 1 disconnected.
2025-08-04 00:03:03.906 [org.springframework.kafka.KafkaListenerEndpointContainer#6-dlt-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-color-group-dlt-37, groupId=color-group-dlt] Node 1 disconnected.
2025-08-04 00:03:03.906 [org.springframework.kafka.KafkaListenerEndpointContainer#2-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-classification-group-7, groupId=classification-group] Node 1 disconnected.
2025-08-04 00:03:04.001 [org.springframework.kafka.KafkaListenerEndpointContainer#6-dlt-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-color-group-dlt-37, groupId=color-group-dlt] Cancelled in-flight FETCH request with correlation id 11018 due to node 1 being disconnected (elapsed time since creation: 5908966ms, elapsed time since send: 5908966ms, throttle time: 0ms, request timeout: 30000ms)
2025-08-04 00:03:03.999 [kafka-coordinator-heartbeat-thread | classification-group] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-classification-group-8, groupId=classification-group] Cancelled in-flight METADATA request with correlation id 1627 due to node 1 being disconnected (elapsed time since creation: 0ms, elapsed time since send: 0ms, throttle time: 0ms, request timeout: 30000ms)
2025-08-04 00:03:03.999 [org.springframework.kafka.KafkaListenerEndpointContainer#6-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-color-group-3, groupId=color-group] Node 2147483646 disconnected.
2025-08-04 00:03:04.001 [org.springframework.kafka.KafkaListenerEndpointContainer#6-dlt-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-color-group-dlt-37, groupId=color-group-dlt] Node 2147483646 disconnected.
2025-08-04 00:03:04.000 [org.springframework.kafka.KafkaListenerEndpointContainer#4-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-material-group-11, groupId=material-group] Cancelled in-flight FETCH request with correlation id 11013 due to node 1 being disconnected (elapsed time since creation: 5909264ms, elapsed time since send: 5909264ms, throttle time: 0ms, request timeout: 30000ms)
2025-08-04 00:03:04.000 [org.springframework.kafka.KafkaListenerEndpointContainer#5-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-set-type-group-12, groupId=set-type-group] Cancelled in-flight FETCH request with correlation id 11018 due to node 1 being disconnected (elapsed time since creation: 5908966ms, elapsed time since send: 5908966ms, throttle time: 0ms, request timeout: 30000ms)
2025-08-04 00:03:04.000 [org.springframework.kafka.KafkaListenerEndpointContainer#0-dlt-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-material-group-dlt-21, groupId=material-group-dlt] Node 2147483646 disconnected.
2025-08-04 00:03:04.000 [kafka-coordinator-heartbeat-thread | material-group-dlt] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-material-group-dlt-22, groupId=material-group-dlt] Cancelled in-flight METADATA request with correlation id 1626 due to node 1 being disconnected (elapsed time since creation: 0ms, elapsed time since send: 0ms, throttle time: 0ms, request timeout: 30000ms)
2025-08-04 00:03:04.000 [kafka-coordinator-heartbeat-thread | set-type-group-retry] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-set-type-group-retry-42, groupId=set-type-group-retry] Group coordinator 52.78.189.34:8006 (id: 2147483646 rack: null) is unavailable or invalid due to cause: session timed out without receiving a heartbeat response. isDisconnected: false. Rediscovery will be attempted.
2025-08-04 00:03:04.001 [kafka-coordinator-heartbeat-thread | set-type-group-retry] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-set-type-group-retry-40, groupId=set-type-group-retry] Group coordinator 52.78.189.34:8006 (id: 2147483646 rack: null) is unavailable or invalid due to cause: session timed out without receiving a heartbeat response. isDisconnected: false. Rediscovery will be attempted.
2025-08-04 00:03:04.001 [kafka-coordinator-heartbeat-thread | material-group] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-material-group-30, groupId=material-group] Group coordinator 52.78.189.34:8006 (id: 2147483646 rack: null) is unavailable or invalid due to cause: session timed out without receiving a heartbeat response. isDisconnected: false. Rediscovery will be attempted.
2025-08-04 00:03:04.001 [kafka-coordinator-heartbeat-thread | set-type-group-retry] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-set-type-group-retry-40, groupId=set-type-group-retry] Requesting disconnect from last known coordinator 52.78.189.34:8006 (id: 2147483646 rack: null)
2025-08-04 00:03:04.001 [kafka-coordinator-heartbeat-thread | material-group] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-material-group-30, groupId=material-group] Requesting disconnect from last known coordinator 52.78.189.34:8006 (id: 2147483646 rack: null)
2025-08-04 00:03:04.000 [kafka-coordinator-heartbeat-thread | material-group] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-material-group-32, groupId=material-group] Cancelled in-flight METADATA request with correlation id 1626 due to node 1 being disconnected (elapsed time since creation: 0ms, elapsed time since send: 0ms, throttle time: 0ms, request timeout: 30000ms)
2025-08-04 00:03:04.000 [kafka-coordinator-heartbeat-thread | set-type-group-dlt] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-set-type-group-dlt-20, groupId=set-type-group-dlt] Cancelled in-flight METADATA request with correlation id 1626 due to node 1 being disconnected (elapsed time since creation: 0ms, elapsed time since send: 0ms, throttle time: 0ms, request timeout: 30000ms)
2025-08-04 00:03:04.001 [kafka-coordinator-heartbeat-thread | color-group-dlt] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-color-group-dlt-37, groupId=color-group-dlt] Group coordinator 52.78.189.34:8006 (id: 2147483646 rack: null) is unavailable or invalid due to cause: session timed out without receiving a heartbeat response. isDisconnected: false. Rediscovery will be attempted.
2025-08-04 00:03:04.000 [kafka-coordinator-heartbeat-thread | color-group] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-color-group-4, groupId=color-group] Cancelled in-flight METADATA request with correlation id 1626 due to node 1 being disconnected (elapsed time since creation: 0ms, elapsed time since send: 0ms, throttle time: 0ms, request timeout: 30000ms)
2025-08-04 00:03:04.000 [kafka-coordinator-heartbeat-thread | set-type-group] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-set-type-group-14, groupId=set-type-group] Requesting disconnect from last known coordinator 52.78.189.34:8006 (id: 2147483646 rack: null)
2025-08-04 00:03:04.000 [kafka-coordinator-heartbeat-thread | set-type-group-dlt] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-set-type-group-dlt-19, groupId=set-type-group-dlt] Cancelled in-flight METADATA request with correlation id 1626 due to node 1 being disconnected (elapsed time since creation: 0ms, elapsed time since send: 0ms, throttle time: 0ms, request timeout: 30000ms)
2025-08-04 00:03:04.000 [kafka-coordinator-heartbeat-thread | classification-group-dlt] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-classification-group-dlt-26, groupId=classification-group-dlt] Group coordinator 52.78.189.34:8006 (id: 2147483646 rack: null) is unavailable or invalid due to cause: session timed out without receiving a heartbeat response. isDisconnected: false. Rediscovery will be attempted.
2025-08-04 00:03:04.001 [kafka-coordinator-heartbeat-thread | set-type-group] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-set-type-group-14, groupId=set-type-group] Client requested disconnect from node 2147483646
2025-08-04 00:03:04.001 [kafka-coordinator-heartbeat-thread | classification-group-dlt] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-classification-group-dlt-26, groupId=classification-group-dlt] Requesting disconnect from last known coordinator 52.78.189.34:8006 (id: 2147483646 rack: null)
